# freq_w_over_2pi_THz  cumulative_G_native_eV_ps^-1_A^-2_K^-1
7.5503105003e+00 4.4232068961e-05
7.5630428957e+00 4.4487544504e-05
7.5757752912e+00 4.4744023294e-05
7.5885076866e+00 4.5001536761e-05
7.6012400821e+00 4.5260118926e-05
7.6139724775e+00 4.5519806224e-05
7.6267048730e+00 4.5780637305e-05
7.6394372684e+00 4.6042652823e-05
7.6521696639e+00 4.6305895208e-05
7.6649020593e+00 4.6570408455e-05
7.6776344548e+00 4.6836237888e-05
7.6903668502e+00 4.7103429932e-05
7.7030992456e+00 4.7372031887e-05
7.7158316411e+00 4.7642091704e-05
7.7285640365e+00 4.7913657767e-05
7.7412964320e+00 4.8186778655e-05
7.7540288274e+00 4.8461502923e-05
7.7667612229e+00 4.8737878880e-05
7.7794936183e+00 4.9015954408e-05
7.7922260138e+00 4.9295776760e-05
7.8049584092e+00 4.9577392337e-05
7.8176908047e+00 4.9860846546e-05
7.8304232001e+00 5.0146183617e-05
7.8431555956e+00 5.0433446430e-05
7.8558879910e+00 5.0722676359e-05
7.8686203865e+00 5.1013913139e-05
7.8813527819e+00 5.1307194733e-05
7.8940851774e+00 5.1602557199e-05
7.9068175728e+00 5.1900034585e-05
7.9195499683e+00 5.2199658832e-05
7.9322823637e+00 5.2501459675e-05
7.9450147591e+00 5.2805464576e-05
7.9577471546e+00 5.3111698679e-05
7.9704795500e+00 5.3420184755e-05
7.9832119455e+00 5.3730943136e-05
7.9959443409e+00 5.4043991721e-05
8.0086767364e+00 5.4359345954e-05
8.0214091318e+00 5.4677018834e-05
8.0341415273e+00 5.4997020951e-05
8.0468739227e+00 5.5319360505e-05
8.0596063182e+00 5.5644043359e-05
8.0723387136e+00 5.5971073107e-05
8.0850711091e+00 5.6300451153e-05
8.0978035045e+00 5.6632176789e-05
8.1105359000e+00 5.6966247311e-05
8.1232682954e+00 5.7302658153e-05
8.1360006909e+00 5.7641403013e-05
8.1487330863e+00 5.7982474013e-05
8.1614654818e+00 5.8325861851e-05
8.1741978772e+00 5.8671555956e-05
8.1869302726e+00 5.9019544702e-05
8.1996626681e+00 5.9369815583e-05
8.2123950635e+00 5.9722355397e-05
8.2251274590e+00 6.0077150436e-05
8.2378598544e+00 6.0434186711e-05
8.2505922499e+00 6.0793450151e-05
8.2633246453e+00 6.1154926790e-05
8.2760570408e+00 6.1518602981e-05
8.2887894362e+00 6.1884465580e-05
8.3015218317e+00 6.2252502115e-05
8.3142542271e+00 6.2622700965e-05
8.3269866226e+00 6.2995051520e-05
8.3397190180e+00 6.3369544307e-05
8.3524514135e+00 6.3746171097e-05
8.3651838089e+00 6.4124925029e-05
8.3779162044e+00 6.4505800675e-05
8.3906485998e+00 6.4888794074e-05
8.4033809953e+00 6.5273902760e-05
8.4161133907e+00 6.5661125739e-05
8.4288457861e+00 6.6050463459e-05
8.4415781816e+00 6.6441917740e-05
8.4543105770e+00 6.6835491659e-05
8.4670429725e+00 6.7231189416e-05
8.4797753679e+00 6.7629016166e-05
8.4925077634e+00 6.8028977818e-05
8.5052401588e+00 6.8431080803e-05
8.5179725543e+00 6.8835331808e-05
8.5307049497e+00 6.9241737489e-05
8.5434373452e+00 6.9650304139e-05
8.5561697406e+00 7.0061037371e-05
8.5689021361e+00 7.0473941749e-05
8.5816345315e+00 7.0889020418e-05
8.5943669270e+00 7.1306274718e-05
8.6070993224e+00 7.1725703773e-05
8.6198317179e+00 7.2147304117e-05
8.6325641133e+00 7.2571069265e-05
8.6452965088e+00 7.2996989329e-05
8.6580289042e+00 7.3425050633e-05
8.6707612996e+00 7.3855235330e-05
8.6834936951e+00 7.4287521045e-05
8.6962260905e+00 7.4721880543e-05
8.7089584860e+00 7.5158281425e-05
