     #Energy           s           p           d       tot  
     4.25225     0.15620     0.50814     0.00000     0.66434
     4.33125     0.25527     0.79099     0.00000     1.04626
     4.40925     0.45878     1.20239     0.00000     1.66117
     4.48825     0.44556     1.34267     0.00000     1.78823
     4.56625     0.21255     0.65436     0.00000     0.86691
     4.64425     0.11293     0.11616     0.00000     0.22909
     4.72325     0.01189     0.01063     0.00000     0.02251
     4.80125     0.00002     0.00002     0.00000     0.00004
     4.88025     0.00000     0.00000     0.00000     0.00000
     4.95825     0.00000     0.00000     0.00000     0.00000
     5.03725     0.00000     0.00000     0.00000     0.00000
     5.11525     0.00000     0.00000     0.00000     0.00000
     5.19325     0.00000     0.00000     0.00000     0.00000
     5.27225     0.00000     0.00000     0.00000     0.00000
     5.35025     0.00000     0.00000     0.00000     0.00000
     5.42925     0.00000     0.00000     0.00000     0.00000
     5.50725     0.00000     0.00000     0.00000     0.00000
     5.58625     0.00000     0.00000     0.00000     0.00000
     5.66425     0.00000     0.00000     0.00000     0.00000
