     #Energy           s           p           d       tot  
     7.72092     0.81783     2.17599     0.48105     3.47487
     7.82492     0.56594     2.04538     0.44219     3.05351
     7.92792     0.58942     2.62760     0.51248     3.72950
     8.03192     0.58702     1.89476     0.39131     2.87309
     8.13492     0.32120     1.01745     0.25244     1.59109
     8.23892     0.10261     0.51452     0.11871     0.73584
     8.34192     0.23081     0.54313     0.11526     0.88920
     8.44592     0.45017     1.04709     0.22242     1.71968
     8.54892     0.01156     0.02672     0.00568     0.04396
     8.65292     0.00000     0.00000     0.00000     0.00000
     8.75592     0.00000     0.00000     0.00000     0.00000
     8.85992     0.00000     0.00000     0.00000     0.00000
     8.96292     0.00000     0.00000     0.00000     0.00000
     9.06692     0.00000     0.00000     0.00000     0.00000
     9.16992     0.00000     0.00000     0.00000     0.00000
     9.27292     0.00000     0.00000     0.00000     0.00000
     9.37692     0.00000     0.00000     0.00000     0.00000
     9.47992     0.00000     0.00000     0.00000     0.00000
     9.58392     0.00000     0.00000     0.00000     0.00000
     9.68692     0.00000     0.00000     0.00000     0.00000
     9.79092     0.00000     0.00000     0.00000     0.00000
